Name_A,Arizona,Arizona St,Arkansas,Auburn,Baylor,Boise St,Col Charleston,Colgate,Connecticut,Creighton,Drake,Duke,F Dickinson,FL Atlantic,Furman,Gonzaga,Grand Canyon,Houston,Howard,Illinois,Indiana,Iona,Iowa,Iowa St,Kansas,Kansas St,Kennesaw,Kent,Kentucky,Marquette,Maryland,Memphis,Miami FL,Michigan St,Mississippi St,Missouri,Montana St,N Kentucky,NC State,Nevada,Northwestern,Oral Roberts,Penn St,Pittsburgh,Princeton,Providence,Purdue,San Diego St,UC Santa Barbara,SE Missouri St,St Mary's CA,TAM C. Christi,TCU,Tennessee,Texas,Texas A&M,TX Southern,UCLA,Louisiana,UNC Asheville,USC,Utah St,VCU,Vermont,Virginia,West Virginia,Xavier
Creighton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6686296316585133,0.5217170544118553,0.9115548568981304,0.5821709715615639,0.6436664151570085,0.2728203384704342,0.8320712590228763,0.14052690664851658,0.8452205229706656,0.5835772393013197,0.5462388933897157,0.6527745325056291,0.5388214276485717,0.5571930140626461,0.44641273239391366,0.5578009094690969,0.7627456370891581,0.6950153215166294,0.491137010030441,0.42193110630868774,0.5799266404968613,0.5233364295149369,0.5197759690495437,0.6082605107689066,0.7027375922043374,0.6331981195841742,0.8053780892385901,0.8176688414702441,0.5838532909922127,0.6973909851701512,0.6017686728245113,0.6517710105603132,0.7090697195330662,0.6724360646955477,0.7870422347331946,0.5574732938441621,0.36261314150063095,0.4949747042987337,0.7549350153032857,0.8649352722797481,0.3842905805027717,0.7868293021256054,0.541389144080799,0.3511377174112121,0.3560296760859008,0.5358031944934797,0.9348436493515434,0.2494992502959897,0.7268504658954495,0.7758561752349321,0.6174097219436682,0.5872233368736204,0.5900313068612864,0.7580845550462608,0.4598647598089096,0.6060834903926028,0.4820762892240816
Drake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29149848093680686,0.8473058434289903,0.35434381269293397,0.5454810683476821,0.1818619363094637,0.7317477633011714,0.10458220610111212,0.8578320678532216,0.3864688132810097,0.35774806101602113,0.5015939558060576,0.40423907447908064,0.36794999324428934,0.2562126564032991,0.33526240021244114,0.6346925100236529,0.562466649737165,0.2744797179853016,0.2197733799552943,0.3824963953421045,0.3709198642218243,0.36557590576564064,0.43395072799476175,0.4938300064978183,0.45041922814290863,0.6988010504911328,0.7802967818899603,0.3951883872812892,0.566163544971296,0.45615305935659595,0.5134724163793504,0.5730500695162916,0.5475216869531898,0.6908941686980514,0.3982061450733718,0.19697508106584063,0.2721310237761801,0.6456603321714617,0.8809282685756432,0.26525953327512614,0.7569107046183298,0.3440379856046168,0.20078975471992425,0.21071302564062147,0.31602466241475047,0.903225320410959,0.1630723912292991,0.5692397321145966,0.7252094296221536,0.3806383250763954,0.40133556611921145,0.48991897843081256,0.645842734655414,0.31789932664795073,0.3796711788771735,0.294708819668526
Duke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8879120481486591,0.5502956833132596,0.6943287365570638,0.27889035835207426,0.8360057312643934,0.13411597242775664,0.8517731099650813,0.5354739712123475,0.532059526969753,0.6472096249278231,0.5782137288363917,0.5444873473306011,0.4210235779553303,0.46422556381578095,0.7671549216880547,0.6961032431716322,0.4483482610071677,0.3684075950227213,0.5269669559031894,0.5676397777182749,0.5217491843893323,0.5983157217891596,0.68920128367226,0.6508619451689415,0.7985124213481749,0.8269815041174708,0.5963833434820861,0.681337998105633,0.5975437399097696,0.6728488064005613,0.7126082320002641,0.6823913516484326,0.8154879232865972,0.5506177956838194,0.3655259359080775,0.4596373992750246,0.7731749733346335,0.8806409032055342,0.3658694281853312,0.8159305640129165,0.534707000064506,0.3538503960607848,0.3616096505554928,0.4616277739860791,0.9282179543530517,0.2147055040649085,0.6904731654131392,0.7903348496386947,0.6033559498174813,0.5923469037446116,0.6230089332974595,0.7543750420469488,0.5141321494234363,0.590548626796635,0.45053597971195414
F Dickinson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07592127102901361,0.11085182572037276,0.03219633528964157,0.19798875746250383,0.02362534898328593,0.3731647619724121,0.08680144431261144,0.08104100327709932,0.11220533045593832,0.06998630367546028,0.08416183438688299,0.05211307248397803,0.06221779490815198,0.14826128159504764,0.12553586623442464,0.06215967885990533,0.03933548955966288,0.08442190269986763,0.07768526719851021,0.05768219340256554,0.10789627989904506,0.09996413431449484,0.0920482129925167,0.1716212950361636,0.2234097654532925,0.08690926914452687,0.11889103531538237,0.08201721969721242,0.10497588487111716,0.1500328547713335,0.10888402092780274,0.18946763928382113,0.07700452985866793,0.04154423963643077,0.06965016865901842,0.1666954010674063,0.45474903517584464,0.0504408050337506,0.23032768584261068,0.0689364307016116,0.04325033996743063,0.03881169699784152,0.07215690647030093,0.6577296043947511,0.03385441106011816,0.1313354436703563,0.1676769721857108,0.08762177137113707,0.08950182764677604,0.09180282051644945,0.1301958383690262,0.06600819716818127,0.10095948143728532,0.05930915246162489
FL Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6278056815178652,0.21866731513973856,0.8055665400705553,0.11810218092925952,0.8732652946487638,0.502217700043826,0.46863345644148335,0.5833156874234074,0.4907014596273342,0.5016586940795928,0.32148272822090046,0.4024798213632714,0.7220544598437965,0.6567961648257878,0.3596320875527161,0.31774393994054273,0.4960759215902414,0.4796281086111002,0.4289718213497745,0.5299641562502916,0.6211241354622852,0.5911309980136972,0.7554306539505016,0.8173014645233939,0.5437819237806535,0.6248665102634112,0.5297283278447327,0.6035376269971229,0.6738356078158066,0.62446995517454,0.7677657226991734,0.5007106257315699,0.2845506129154408,0.43846915187897473,0.7478805370503244,0.8811016554212808,0.306484028906147,0.8394720847367176,0.416130410110761,0.3034373156722771,0.31213111113513364,0.4203110515342282,0.8843142835070518,0.1900674481970737,0.6895184004974116,0.7295804238240616,0.5292251132570078,0.513872140446163,0.5718477263120072,0.7203361356351601,0.4405092923587345,0.5107607927946175,0.3838547716541738
Furman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14267398998769734,0.6805890967791645,0.08485479994973572,0.7905846377192829,0.2782831281918175,0.2970651082731957,0.3901184170727587,0.2844418842059861,0.2688513634019663,0.16273057739802252,0.23977800456722745,0.5818591871572174,0.45447883759941105,0.2627383436555803,0.2218738325391847,0.3487342258556761,0.3063749219470358,0.27254531050092123,0.3713463493052719,0.3624651371706196,0.3538719428750425,0.6184035018419515,0.7344433390487421,0.35000443995706415,0.4390369972246954,0.31120934830460906,0.3795616464685284,0.46303160122994175,0.44728739619908847,0.6323062007387247,0.3297348237284041,0.1547866918180135,0.2489978375413759,0.5656816519205401,0.842356941967419,0.20611421318391512,0.7219702142325886,0.26541318305750994,0.1672723928380817,0.14696853926595352,0.29809939826026743,0.8818664230617796,0.11391657824372352,0.5216041428251723,0.5950105269013957,0.34378217745413564,0.32361058403558624,0.3644614737907576,0.5906148259414179,0.2556747906009209,0.3049200317088206,0.262347101464569
Gonzaga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8628551146265804,0.29200940280889615,0.9117407769306836,0.7025113430896675,0.7147817928791075,0.7497819514610593,0.7610371440122934,0.6931849676681915,0.5601685846731487,0.64914271470718,0.8363652459061536,0.8065282498665067,0.657502842216385,0.593171604217794,0.7055184288354682,0.7175877303379156,0.6714468188859001,0.768245581023583,0.7748895178434283,0.771452361680666,0.8724914191556008,0.8955733817275973,0.7562766336502539,0.8193474917659826,0.7566796660141347,0.7745743360954285,0.8315072706551756,0.7914228114519181,0.8430495983660421,0.7154045971779528,0.44648866934547177,0.6253416124476749,0.8613493591888454,0.9226714151816612,0.5208368256693908,0.8728767884506073,0.6802907094120104,0.5098237520178615,0.5253851856650803,0.6902362055773538,0.9420696698943888,0.4193306217572491,0.8005936662371683,0.8449836861512192,0.7882707323429176,0.7374051529057825,0.7187551368617999,0.8413377589151267,0.6484794364602722,0.7478681380177885,0.6613183448120934
Grand Canyon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04232200135826868,0.644452610058593,0.1646593969591638,0.15553957655727377,0.16663534370706895,0.18806096455300844,0.17738219820209886,0.08337107043757472,0.12804654742964608,0.3451054964904047,0.2005058137961087,0.11043514212293484,0.0812688494636073,0.17320214586446994,0.1751299535857769,0.13887209103644377,0.1954272073993703,0.2131853335476451,0.16725916346612557,0.3720911311408872,0.5069101777802036,0.14124230322701528,0.20999757696089508,0.15927326597893154,0.23664713983567068,0.290631006643945,0.21873096647945844,0.3638077685512189,0.15140269524505146,0.05192684383367729,0.14104229322064477,0.29568609597287226,0.6880495841804303,0.08016281732655409,0.46298701053701496,0.1298835443680883,0.07744718203414443,0.07006226151605151,0.17630315273535097,0.7870297671651695,0.05859621360795225,0.2347133393759636,0.4113932259638115,0.19270611783330305,0.1592242800655276,0.17746041952651315,0.26898275706334107,0.12793963655303417,0.17088605320899636,0.1363272301191741
Houston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.958238052957564,0.8718533599317563,0.8740362518210801,0.8905149547277481,0.8655571629526407,0.8605055943943379,0.8132978506261177,0.8409726883569589,0.9086942068379894,0.9069573921381784,0.8180574611224549,0.7744886661611021,0.8722093481927715,0.8447543137410459,0.851624908144307,0.8749248481495514,0.8947589239481828,0.8629389386391078,0.9129636245851236,0.9423835977716958,0.857622898019216,0.9083195529260332,0.8731653709180982,0.8704285914026808,0.9012920043209112,0.8821782278584935,0.9002922915227048,0.8519089754381792,0.6944751714236655,0.8368615283855843,0.9002581528396641,0.9539182750080792,0.7903785020937428,0.930283683956048,0.8579495087133938,0.7444080618658547,0.7274217540910476,0.8374835960893511,0.9771336951137216,0.6876488520234963,0.866346378453106,0.9170799362943776,0.8815555656584436,0.852046255514548,0.8539165563719123,0.901537406119268,0.8209962210076008,0.8830602840217369,0.8221288309465083
Howard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08017656243792746,0.0720614900039371,0.1149272965624512,0.08712041149030289,0.06647114266238961,0.04896557057691816,0.05690654759306346,0.17999737998580995,0.12275813264338405,0.0472188925827449,0.03893513667795782,0.07663757651823697,0.07419444361649263,0.05627457267457792,0.07924119551164717,0.10365210148987856,0.09252217843976202,0.20032959834970812,0.2648991528538392,0.07238241197894564,0.1139789701630211,0.08057961257759012,0.1196170401360686,0.14105172920103207,0.13056670113757218,0.21413778795739283,0.0740199389455761,0.03279962111705528,0.04970440074520224,0.16566108521736572,0.44989270628625944,0.03359929486047135,0.2296031319388944,0.0534040263392849,0.03675098321086431,0.04370271493691852,0.06947644007299095,0.7167338149872776,0.02684623714578087,0.1203456279230993,0.20640529260136353,0.08342882265674202,0.07010989353460556,0.10726804437953544,0.16066679502757383,0.0455231865466244,0.06957170904686802,0.05627130183599182
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41586730060829424,0.546064598316137,0.4686485250433051,0.4229768470558165,0.2666659935778995,0.3503095470579784,0.6829446268056146,0.6018548300122545,0.30342798881040417,0.28700426206930874,0.4136118736398709,0.44348234304365447,0.4047969853958953,0.4813179683713809,0.5553445761093013,0.4631897719742637,0.6816731200418373,0.7903852410753179,0.4279482779642805,0.5623943556303856,0.4787897884908814,0.5371280565249509,0.6557937435894524,0.5176816563402087,0.6843932190086306,0.4453158352483965,0.20150161483136883,0.35507302465913143,0.6405199206293433,0.8357226991519594,0.25530068536509887,0.8021587395427232,0.3849593055121595,0.25609933633110527,0.25808866268240227,0.3837624260844751,0.8932854903737388,0.16170038820146804,0.600616019038609,0.6852296400807721,0.4683112025019717,0.4180364438185477,0.5309583053821335,0.6382921664609391,0.3653825104845494,0.4285070275743824,0.3544682781803245
Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6147315397436204,0.5568002938170284,0.4757513625807309,0.3740725146849832,0.4067036225360747,0.7403046807332528,0.6525244023141044,0.3887344299250829,0.3073142786250511,0.5134477733217148,0.5256643175634972,0.4753451248966669,0.5633016791703882,0.5720589843070791,0.5321719807701158,0.7801725863400188,0.8215758564706246,0.4920451371106804,0.687659789729096,0.5865336227581595,0.5914374943695638,0.6974457746271732,0.647358765981426,0.7609782474812822,0.5023886463183342,0.2851537569232047,0.4061028558556395,0.6891046168169436,0.8269010735817385,0.3630129882339678,0.7933729632507354,0.4802214033614808,0.29488254859779145,0.2833734075291424,0.4516093552328424,0.9029388936986704,0.2305195826878884,0.6535788298883282,0.7687595738377285,0.5431329102217903,0.47061085028758215,0.5965077334692432,0.6837935994063099,0.4411344728528611,0.5016363495222431,0.3931834469057459
Iona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34557133078917257,0.320994315979957,0.21752667220937777,0.2907850810410325,0.6343898405073867,0.5051822691205058,0.26680362310312794,0.21858596297798089,0.31439043851433346,0.30198720681948643,0.2712586579345293,0.3473139312116012,0.4576273533308001,0.3882333959820553,0.6152640145613711,0.7505472364377911,0.33479840452215204,0.4708577797142354,0.3569710954654858,0.4090252195556451,0.5229955853272327,0.4836166530747648,0.6415040322631961,0.3749876195758451,0.15019879879561604,0.24799913425088785,0.5882391314600098,0.8568573184688585,0.22233889968454665,0.7123771966283282,0.2778768475239621,0.18078506943541,0.18616741214224916,0.30331068834099545,0.8777062279722614,0.12399578707402133,0.5416905980025758,0.598320014123882,0.3705512497380524,0.3357900260492918,0.3910221228595035,0.5986628676012301,0.23802622427261577,0.3568871356768721,0.2926697065687472
Iowa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42253602190039374,0.3241640396622654,0.3480270078218222,0.6916167448511565,0.6244749774914483,0.3538960222148495,0.2897671283155159,0.451976524824283,0.47369081869864565,0.4259581172537887,0.4999808249701795,0.549967253704743,0.5145344048530366,0.6889474231244128,0.8006332775258013,0.4988909239836626,0.59287410676385,0.5507989021854224,0.5825723373539156,0.6888058192953477,0.6043893971411559,0.7197577003972614,0.5185651864498946,0.23758736845544703,0.364726514964869,0.6645179870319848,0.8529521945388326,0.319936682142549,0.8104979407234868,0.3973689237291778,0.2788709221656816,0.25128555183011586,0.358386641431819,0.903003657163389,0.1940781529190128,0.643392643034111,0.7601776709050987,0.4969196256356561,0.4694468215949724,0.5304236734268,0.6842429460943081,0.3956635605453542,0.4466227109819588,0.3605357413137504
