Name_A,Arizona,Baylor,Chattanooga,Cleveland St,Colorado,Connecticut,Creighton,CS Sacramento,Drake,Duke,East Carolina,FL Gulf Coast,Florida St,Gardner Webb,Georgia,Gonzaga,Hawaii,Holy Cross,Illinois,Indiana,Iona,Iowa,Iowa St,James Madison,Louisville,LSU,Marquette,Maryland,Miami FL,Michigan,Mississippi,Mississippi St,Monmouth NJ,MTSU,NC State,Norfolk St,North Carolina,Notre Dame,Ohio St,Oklahoma,Oklahoma St,Portland,Princeton,Purdue,S Dakota St,Sacred Heart,SE Louisiana,South Carolina,South Florida,Southern Univ,Southern Utah,St John's,St Louis,Stanford,Tennessee,Tennessee Tech,Texas,Toledo,UCLA,UNLV,USC,Utah,Vermont,Villanova,Virginia Tech,Washington St,West Virginia
Duke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962730655403959,0.7860843574429626,0.6113837246982186,0.9779643408617318,0.847382832089043,0.9119558856138148,0.9807426205940928,0.9819840798223164,0.9305595783246784,0.33363741782495654,0.9775836558634609,0.5416313881456561,0.7767812749224757,0.9402840890832076,0.6506427127058229,0.23110544814873715,0.7650603733936682,0.6011976828717825,0.8702553137100725,0.917708208933824,0.6816781180520733,0.7286914948142981,0.9949015953107904,0.8789685365271178,0.7952599051155755,0.9899042526214328,0.6954391560602123,0.5804512126076437,0.6730274461617385,0.7763457210818044,0.8850864794733659,0.9861280495757148,0.7905023232713311,0.9847605099966072,0.8464177926986519,0.9928041016567328,0.9559430458979956,0.03128773033440873,0.8394744206301572,0.9971685841702632,0.980043010781274,0.959229455782061,0.98711919201938,0.2408969930047249,0.4621206912673316,0.9886364543018498,0.3703853452189157,0.898136000265166,0.594353006696866,0.9358364564961412,0.8372786912296621,0.7713288759858612,0.9588149217885816,0.4912120377198456,0.5518874549781482,0.7616666570085755,0.9158480084500512
East Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22765827065344843,0.13249217234264357,0.6804517378895623,0.3814900791643187,0.3043951164676001,0.9538910635879698,0.890412647299827,0.16174797558281212,0.01353069645111166,0.8804961901006713,0.03066277986532142,0.0700141760395682,0.6964380423323876,0.059053661603835,0.04937730124234433,0.03449507632227654,0.01732508954221619,0.17206084450178746,0.10418189036342652,0.08391463785080508,0.28594643848703577,0.9537643104843526,0.26910937987102646,0.09315816784028152,0.915757541316729,0.23157253185768795,0.03047796603489389,0.01431258370767822,0.06123483682943081,0.122844249723844,0.5109453958758465,0.21716747902549735,0.3480814283447671,0.23002363669108863,0.9310754452081448,0.735422331727747,0.00133975639031326,0.19876680331194857,0.9737603072835846,0.7008796521227743,0.48799256093171184,0.8807115441948302,0.01218183477908086,0.06953400654906744,0.3328876688639614,0.02254436807975999,0.11320012484785076,0.01903251003346333,0.17879099592080502,0.3312353679760029,0.0218762069691222,0.8043335036571987,0.02114949191347957,0.02492330313122008,0.35581344207717047,0.43572000609558975
FL Gulf Coast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28370105365024556,0.6866759474498879,0.392763664912368,0.48319293215306985,0.9112229022887148,0.9368635055820288,0.5612930170302254,0.1495760744166707,0.8950356752635547,0.3737476099884011,0.2757329235040585,0.7189835390546689,0.15510070817116323,0.0430250116264544,0.4278433389294576,0.13879273205794826,0.2433508533684987,0.2569430353002419,0.05513352513758143,0.37134574646675145,0.9505804340712456,0.8555816675784408,0.1672681038208585,0.9719298219641798,0.12965594075234793,0.06534153517312587,0.07287618506727431,0.4397520235166222,0.6680288850408495,0.858157878988327,0.5177606186389083,0.5844018647036665,0.7309915209807321,0.9847051641499128,0.8918524849461306,0.00969746746120243,0.35777462805463567,0.9920820299360392,0.7642554657571138,0.5007762036469896,0.872942568266789,0.08091168426912099,0.10159363047811762,0.8831866427727032,0.05223233453976283,0.6025786515486004,0.347460518114883,0.6131687697329581,0.30953789371715995,0.2877474041442114,0.8620840291667848,0.08364732723737474,0.2514226012811667,0.3906392269824379,0.5429194377232273
Florida St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9120223711605,0.6053447649912683,0.853589541935529,0.970675886415316,0.960321468213591,0.8697696548299328,0.1220230111096149,0.9381702500394165,0.3735889470771265,0.708485024219274,0.8084106609097493,0.20863359606010293,0.07740977358325135,0.5643457293559624,0.5433548644966399,0.7222189576659281,0.7142763589262378,0.2748043995464004,0.455991160322212,0.9904815632503778,0.7356666442306817,0.6157094269166018,0.9796157174291796,0.39336134881326645,0.24618263954417,0.5956497510324186,0.8171087859287751,0.768042950737309,0.9400407017491244,0.7049485878980213,0.8219748783973585,0.6984956859613862,0.979006330421542,0.853001443557365,0.01138856518203552,0.6705986188062917,0.9895159756683772,0.9531405786766616,0.8349669128242768,0.9603659821830656,0.12453306912313145,0.20630733960191597,0.977021826726811,0.18141068573431887,0.8731856700290167,0.40474256551592086,0.8568848536117244,0.43646423854052296,0.5507792332981898,0.9141399669385356,0.3386503054080176,0.44937926683891927,0.6158426048508484,0.6052550116498818
Gardner Webb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05146216139625583,0.03109304585831857,0.5821085839118408,0.6666078763363101,0.101686932024098,0.01994080499272214,0.36214834448387223,0.0308316331161074,0.01637812103782872,0.16534154679318408,0.00838468257869229,0.00793155830071634,0.03105091414417389,0.01552095199752316,0.01882185996917473,0.01756746659126682,0.01020808882711379,0.05589619919043796,0.657290023191668,0.21341213478707197,0.01139198813752913,0.8969495480508103,0.01852518490074346,0.00505058027517344,0.00791935936342092,0.03897804654844386,0.04308485461614418,0.23456924561806508,0.05726175685927708,0.03469714161191549,0.17282358415692065,0.9375675460595574,0.5433295716071632,0.00234241435005424,0.03584809261779281,0.9666663067859448,0.3285710381886679,0.0825371420361623,0.4508594550632444,0.01539772340976208,0.01415011134131448,0.3095195721556494,0.00256904776653618,0.05870715681213027,0.01785692354730933,0.11144865112257268,0.03815017752315132,0.0181746945941481,0.24416247087566345,0.00735406274785436,0.01619055658340156,0.02928329003653714,0.1115144775170686
Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8338373992376031,0.9389542659185026,0.9689320858548258,0.7171896814039136,0.10692593315826376,0.9057026537145304,0.25027994901533146,0.34668261394648375,0.8398309986649066,0.2523222350501327,0.2151502457185532,0.4831668985298637,0.21971512248099404,0.7673438277567353,0.8020907106916043,0.4190802056912853,0.46496107823907545,0.9931061081676564,0.6106008374703024,0.6239590095573454,0.9836979657893594,0.4978352888299329,0.28725971939508543,0.11880209649582402,0.6099680396249988,0.691322844687366,0.9478990422403905,0.6682920293073213,0.9085852774047752,0.48654312744443856,0.9804981827949316,0.9201677927454904,0.00838654496397271,0.5934473773071984,0.9929876266310012,0.9411558665953332,0.8564770333962702,0.9753228141756696,0.07069779702946023,0.22561121752958377,0.8755339896468298,0.17103482827482577,0.5662798902806144,0.21456802537393208,0.7018245952061467,0.683655397952894,0.582252732587235,0.9034150040214848,0.09114799917005029,0.236958129460071,0.5554808107967826,0.8207887311026557
Gonzaga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9214931636348608,0.861576545269502,0.7226432968293314,0.0789080050614111,0.8748783016643795,0.16601633554432724,0.21235224731810273,0.6779652380992053,0.2514058512421724,0.0917631393063759,0.538059966609905,0.1745112249710441,0.34420588483703773,0.24995637956505015,0.246491473918246,0.31266576301538834,0.9631732724095454,0.7076219153554871,0.20480256206592368,0.9618648788205182,0.2267909466927064,0.1557963675220598,0.09158039101486028,0.3324730749348195,0.4184278596826811,0.7665606945739203,0.6054851553924845,0.45445724049499825,0.6797864608055508,0.9791830577710996,0.7293058178780912,0.01220321194066452,0.3745616403031946,0.9833636024000078,0.6513182469436855,0.6629344508340222,0.765699422308002,0.103578617468016,0.06093685188020828,0.88286410957887,0.12259887311354677,0.413483988680214,0.27627492179954083,0.6273215110651863,0.5125491989276171,0.32413534281668926,0.8377868301684466,0.10876512420752736,0.22643413856088948,0.34327223014573993,0.6499282859374551
Hawaii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2003100670696331,0.01636400587900833,0.00188567465290834,0.16481980637004837,0.00664193011466825,0.00419871429890381,0.04793888080869768,0.00200168506700118,0.00126044732677048,0.00696472514484726,0.00297061476342963,0.00455986196767797,0.00256612906212834,0.00136855159039737,0.01128465092658914,0.33845723529942767,0.04570414045594987,0.00441963729751682,0.3930594619686903,0.00489916771308624,0.00151064476639146,7.9119948295742e-4,0.01698259952625535,0.01947153601324825,0.05361498254735539,0.01401401147998011,0.01496617464510979,0.04314748532884376,0.5186505756197867,0.15796639585084607,4.5525585151666e-4,0.00823122268870209,0.7907356372580293,0.14046875780295937,0.01205013931430826,0.15805047740395106,0.00237904006914589,0.00114977108763602,0.07571017746479373,7.0647238816212e-4,0.01924446331799504,0.00418342390728655,0.02664723053196937,0.00785882985327519,0.0037661402136453,0.06237260452117299,0.00102593624086622,0.00436945477797248,0.00754693884239988,0.03793979896600676
Holy Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03346344422751122,0.00534584179214956,0.44062534569985384,0.00953355993670303,0.01302932834634369,0.1425451254448192,0.00347107400428259,0.00389464007349325,0.01421486898177185,0.00588813234256457,0.01113997078941381,0.01019708895140826,0.00469423244645637,0.02994105129177356,0.6091753692584055,0.08061768853214593,0.00550589269526807,0.7059401527538389,0.01280726641940565,0.0046043824819132,0.0027921136340542,0.01778612732886462,0.02387206463629349,0.06825650653692296,0.03843746586951801,0.04949733414578086,0.09118803059492112,0.8172827629038653,0.3850822894363889,3.5535859484634e-4,0.01405685464748485,0.8762819436778598,0.19180318616034236,0.04701058883109747,0.35356354064226514,0.00270003642370448,0.00757596975389415,0.2187247912825689,0.00145720766471665,0.04166920854380576,0.0035074511178045,0.10345953051097324,0.02377209313099046,0.00941603609165877,0.18450127705213457,0.00532583110898172,0.00692913274645596,0.01678561901609885,0.07017894783744032
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1450384360578152,0.8914000704021173,0.2575541420524318,0.17307600947393034,0.7407569475030867,0.1058786322112952,0.12542365009202108,0.4524665002951443,0.17029201002697286,0.31939589424667186,0.1490317695902364,0.1995277605779648,0.4890389321597974,0.9692198697864478,0.6714231322769627,0.3171483483179356,0.9741350080803428,0.5178009020420894,0.11038775019703152,0.1805088904011262,0.41790454823674367,0.40739507460821023,0.6256789361467611,0.5276685933044211,0.5173139136223469,0.7282123734852782,0.9900256309735866,0.8606343252757239,0.0123348161969437,0.2898974774212446,0.9921612514718664,0.6213297722819554,0.5500521031942901,0.8699359034266195,0.15752595175394293,0.10436548272185216,0.8457997210474235,0.06215678580673411,0.6437504120037928,0.17465440881020014,0.6274698604790103,0.4060860050965427,0.24316944478194996,0.774452049300476,0.23219618531728117,0.1426582488271486,0.32904755678304587,0.7208903306541709
Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9947003684853432,0.9571109544942736,0.97439174527741,0.9942025248414378,0.9394026787739448,0.5035805564583086,0.9776574992632476,0.963731993198568,0.9770906944210132,0.9846626316892906,0.9410810276729276,0.975839910221046,0.9996920507463628,0.985829879903297,0.9674627154443456,0.9986937445656356,0.9546040868752051,0.902079971967764,0.9714049935713754,0.982834400237598,0.9904717364082306,0.9966274106812462,0.98249585720474,0.99407189295671,0.9791369101362152,0.9989939978922304,0.9942996488609606,0.2053031784106404,0.976395263467566,0.9994133098452064,0.9970852069717426,0.9959151422173006,0.9991229025478732,0.7267673737196293,0.8656847644096057,0.9986662171651648,0.889102772303185,0.995716680444632,0.9389248674673686,0.992078442106222,0.9703617947035422,0.9758384012202392,0.9933438546664606,0.908131094691102,0.9501627928616136,0.9545608530999784,0.987874772744466
Iona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08455291862832136,0.15576055262533253,0.3719056592120693,0.04922169005781253,0.06762510252450835,0.23123836842556025,0.0463851554648774,0.12909510497886517,0.11290859527561922,0.03862354302770073,0.14410010691147296,0.8548415588611119,0.530047725552094,0.08345940891675054,0.8631615070606717,0.1337627369809428,0.04836450469447844,0.08930171887499537,0.22436216567501513,0.29953017444817515,0.4454357053676875,0.33848671015869863,0.2597066545484737,0.48044444867916136,0.9337832465453472,0.6684932437953539,0.00287868237267339,0.10827975303478105,0.9427773727120746,0.5513416571148876,0.20636350872947123,0.6317414979085149,0.04782075905047211,0.06550365846477355,0.7168039405779865,0.03018506147198083,0.2023559220848294,0.08784459623962092,0.3916448786549911,0.17733741300640096,0.10922370755912485,0.5453351149107186,0.05272890264500123,0.09596128496028036,0.0992235852870392,0.26857663127071196
Iowa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8863256117097373,0.9850532799309428,0.7007606613625622,0.24776057601902304,0.7906155218414678,0.7123120571967296,0.7816567994255891,0.789297050147762,0.6288424631491283,0.8816427118821618,0.994644327047692,0.9506396518945512,0.8082766071545425,0.993826042203785,0.8668458866449515,0.5377176859251738,0.6736424157609038,0.8923356196345368,0.9547106313909224,0.9703021812393864,0.9556312710439068,0.9399292816218908,0.9277341986389518,0.9953794239411788,0.9653669484814722,0.06234792536376649,0.8574917585337392,0.9981502929730374,0.9488379859692622,0.9521982104541634,0.993620838246551,0.4688147124866217,0.7823076574610596,0.985768329636914,0.4201620525835313,0.9631564508592896,0.8505164275072067,0.9608070735730732,0.8747457879897431,0.6957676064343269,0.9831875113416698,0.8013657934364368,0.8657290336961447,0.9069545478220208,0.923108161691461
Iowa St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8716412106939886,0.46101368200656945,0.11994651453223448,0.7676792538090518,0.6492978371024777,0.5657379194333823,0.5941649416773276,0.4612045769141302,0.7350915243293986,0.961755992364667,0.9508118129662838,0.6327659873216981,0.9856017153692368,0.6995412393036534,0.5437509987111286,0.5727820150553601,0.8827663812063545,0.8610944934956014,0.9154168516046136,0.8707209028279358,0.8835296662707318,0.7503760592844809,0.9864478462091566,0.9001192025084659,0.0209651992342079,0.6307397731360731,0.994995601198613,0.7922235360672402,0.7901336148722089,0.9082949325068932,0.3206873972277929,0.5149048962639035,0.9435153027850408,0.4571598259494388,0.7406646643402689,0.800934872510336,0.7697467064408954,0.726925075346638,0.6047668389273139,0.9510976306116782,0.47299572314082344,0.7233577853313754,0.7872356761371488,0.9016894741689432
