Season,DayNum,round,wm
2006,143,3,m
2006,143,3,m
2006,144,3,m
2006,144,3,m
2006,144,3,m
2006,144,3,m
2006,145,4,m
2006,145,4,m
2006,146,4,m
2006,146,4,m
2006,152,5,m
2006,152,5,m
2006,154,6,m
2007,134,0,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,136,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,137,1,m
2007,138,2,m
2007,138,2,m
2007,138,2,m
2007,138,2,m
2007,138,2,m
2007,138,2,m
2007,138,2,m
2007,138,2,m
2007,139,2,m
2007,139,2,m
2007,139,2,m
2007,139,2,m
2007,139,2,m
2007,139,2,m
2007,139,2,m
2007,139,2,m
2007,143,3,m
2007,143,3,m
2007,143,3,m
2007,143,3,m
2007,144,3,m
2007,144,3,m
2007,144,3,m
2007,144,3,m
2007,145,4,m
2007,145,4,m
2007,146,4,m
2007,146,4,m
2007,152,5,m
2007,152,5,m
2007,154,6,m
2008,134,0,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,136,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,137,1,m
2008,138,2,m
2008,138,2,m
2008,138,2,m
2008,138,2,m
2008,138,2,m
2008,138,2,m
2008,138,2,m
2008,138,2,m
2008,139,2,m
2008,139,2,m
2008,139,2,m
2008,139,2,m
2008,139,2,m
2008,139,2,m
2008,139,2,m
2008,139,2,m
2008,143,3,m
2008,143,3,m
2008,143,3,m
2008,143,3,m
2008,144,3,m
2008,144,3,m
2008,144,3,m
2008,144,3,m
2008,145,4,m
2008,145,4,m
2008,146,4,m
2008,146,4,m
2008,152,5,m
2008,152,5,m
2008,154,6,m
2009,134,0,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,136,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,137,1,m
2009,138,2,m
2009,138,2,m
2009,138,2,m
2009,138,2,m
2009,138,2,m
2009,138,2,m
2009,138,2,m
2009,138,2,m
2009,139,2,m
2009,139,2,m
2009,139,2,m
2009,139,2,m
2009,139,2,m
2009,139,2,m
2009,139,2,m
2009,139,2,m
2009,143,3,m
2009,143,3,m
2009,143,3,m
2009,143,3,m
2009,144,3,m
2009,144,3,m
2009,144,3,m
2009,144,3,m
2009,145,4,m
2009,145,4,m
2009,146,4,m
2009,146,4,m
2009,152,5,m
2009,152,5,m
2009,154,6,m
2010,134,0,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,136,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,137,1,m
2010,138,2,m
2010,138,2,m
2010,138,2,m
2010,138,2,m
2010,138,2,m
2010,138,2,m
2010,138,2,m
2010,138,2,m
2010,139,2,m
2010,139,2,m
2010,139,2,m
2010,139,2,m
2010,139,2,m
2010,139,2,m
2010,139,2,m
2010,139,2,m
2010,143,3,m
2010,143,3,m
2010,143,3,m
2010,143,3,m
2010,144,3,m
2010,144,3,m
2010,144,3,m
2010,144,3,m
2010,145,4,m
2010,145,4,m
2010,146,4,m
2010,146,4,m
2010,152,5,m
2010,152,5,m
2010,154,6,m
2011,134,0,m
2011,134,0,m
2011,135,0,m
2011,135,0,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,136,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,137,1,m
2011,138,2,m
2011,138,2,m
2011,138,2,m
2011,138,2,m
2011,138,2,m
2011,138,2,m
2011,138,2,m
2011,138,2,m
2011,139,2,m
2011,139,2,m
2011,139,2,m
2011,139,2,m
2011,139,2,m
2011,139,2,m
2011,139,2,m
2011,139,2,m
2011,143,3,m
2011,143,3,m
2011,143,3,m
2011,143,3,m
2011,144,3,m
2011,144,3,m
2011,144,3,m
2011,144,3,m
2011,145,4,m
2011,145,4,m
2011,146,4,m
2011,146,4,m
2011,152,5,m
2011,152,5,m
2011,154,6,m
2012,134,0,m
2012,134,0,m
2012,135,0,m
2012,135,0,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,136,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,137,1,m
2012,138,2,m
2012,138,2,m
2012,138,2,m
2012,138,2,m
2012,138,2,m
2012,138,2,m
2012,138,2,m
2012,138,2,m
2012,139,2,m
2012,139,2,m
2012,139,2,m
2012,139,2,m
2012,139,2,m
2012,139,2,m
2012,139,2,m
2012,139,2,m
2012,143,3,m
2012,143,3,m
2012,143,3,m
2012,143,3,m
2012,144,3,m
2012,144,3,m
2012,144,3,m
2012,144,3,m
2012,145,4,m
2012,145,4,m
2012,146,4,m
2012,146,4,m
2012,152,5,m
2012,152,5,m
2012,154,6,m
2013,134,0,m
2013,134,0,m
2013,135,0,m
2013,135,0,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,136,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,137,1,m
2013,138,2,m
2013,138,2,m
2013,138,2,m
2013,138,2,m
2013,138,2,m
2013,138,2,m
2013,138,2,m
2013,138,2,m
2013,139,2,m
2013,139,2,m
2013,139,2,m
2013,139,2,m
2013,139,2,m
2013,139,2,m
2013,139,2,m
2013,139,2,m
2013,143,3,m
2013,143,3,m
2013,143,3,m
2013,143,3,m
2013,144,3,m
2013,144,3,m
2013,144,3,m
2013,144,3,m
2013,145,4,m
2013,145,4,m
2013,146,4,m
2013,146,4,m
2013,152,5,m
2013,152,5,m
2013,154,6,m
2014,134,0,m
2014,134,0,m
2014,135,0,m
2014,135,0,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,136,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,137,1,m
2014,138,2,m
2014,138,2,m
2014,138,2,m
2014,138,2,m
2014,138,2,m
2014,138,2,m
2014,138,2,m
2014,138,2,m
2014,139,2,m
2014,139,2,m
2014,139,2,m
2014,139,2,m
2014,139,2,m
2014,139,2,m
2014,139,2,m
2014,139,2,m
2014,143,3,m
2014,143,3,m
2014,143,3,m
2014,143,3,m
2014,144,3,m
2014,144,3,m
2014,144,3,m
2014,144,3,m
2014,145,4,m
2014,145,4,m
2014,146,4,m
2014,146,4,m
2014,152,5,m
2014,152,5,m
2014,154,6,m
2015,134,0,m
2015,134,0,m
2015,135,0,m
2015,135,0,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,136,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,137,1,m
2015,138,2,m
2015,138,2,m
2015,138,2,m
2015,138,2,m
2015,138,2,m
2015,138,2,m
2015,138,2,m
2015,138,2,m
2015,139,2,m
2015,139,2,m
2015,139,2,m
2015,139,2,m
2015,139,2,m
2015,139,2,m
2015,139,2,m
2015,139,2,m
2015,143,3,m
2015,143,3,m
2015,143,3,m
2015,143,3,m
2015,144,3,m
2015,144,3,m
2015,144,3,m
2015,144,3,m
2015,145,4,m
2015,145,4,m
2015,146,4,m
2015,146,4,m
2015,152,5,m
2015,152,5,m
2015,154,6,m
2016,134,0,m
2016,134,0,m
2016,135,0,m
2016,135,0,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,136,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,137,1,m
2016,138,2,m
2016,138,2,m
2016,138,2,m
2016,138,2,m
2016,138,2,m
2016,138,2,m
2016,138,2,m
2016,138,2,m
2016,139,2,m
2016,139,2,m
2016,139,2,m
2016,139,2,m
2016,139,2,m
2016,139,2,m
2016,139,2,m
2016,139,2,m
2016,143,3,m
2016,143,3,m
2016,143,3,m
2016,143,3,m
2016,144,3,m
2016,144,3,m
2016,144,3,m
2016,144,3,m
2016,145,4,m
2016,145,4,m
2016,146,4,m
2016,146,4,m
2016,152,5,m
2016,152,5,m
2016,154,6,m
2017,134,0,m
2017,134,0,m
2017,135,0,m
2017,135,0,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,136,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,137,1,m
2017,138,2,m
2017,138,2,m
2017,138,2,m
2017,138,2,m
2017,138,2,m
2017,138,2,m
2017,138,2,m
2017,138,2,m
2017,139,2,m
2017,139,2,m
2017,139,2,m
2017,139,2,m
2017,139,2,m
2017,139,2,m
2017,139,2,m
2017,139,2,m
2017,143,3,m
2017,143,3,m
2017,143,3,m
2017,143,3,m
2017,144,3,m
2017,144,3,m
2017,144,3,m
2017,144,3,m
2017,145,4,m
2017,145,4,m
2017,146,4,m
2017,146,4,m
2017,152,5,m
2017,152,5,m
2017,154,6,m
2018,134,0,m
2018,134,0,m
2018,135,0,m
2018,135,0,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,136,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,137,1,m
2018,138,2,m
2018,138,2,m
2018,138,2,m
2018,138,2,m
2018,138,2,m
2018,138,2,m
2018,138,2,m
2018,138,2,m
2018,139,2,m
2018,139,2,m
2018,139,2,m
2018,139,2,m
2018,139,2,m
2018,139,2,m
2018,139,2,m
2018,139,2,m
2018,143,3,m
2018,143,3,m
2018,143,3,m
2018,143,3,m
2018,144,3,m
2018,144,3,m
2018,144,3,m
2018,144,3,m
2018,145,4,m
2018,145,4,m
2018,146,4,m
2018,146,4,m
2018,152,5,m
2018,152,5,m
2018,154,6,m
2019,134,0,m
2019,134,0,m
2019,135,0,m
2019,135,0,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,136,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,137,1,m
2019,138,2,m
2019,138,2,m
2019,138,2,m
2019,138,2,m
2019,138,2,m
2019,138,2,m
2019,138,2,m
2019,138,2,m
2019,139,2,m
2019,139,2,m
2019,139,2,m
2019,139,2,m
2019,139,2,m
2019,139,2,m
2019,139,2,m
2019,139,2,m
2019,143,3,m
2019,143,3,m
2019,143,3,m
2019,143,3,m
2019,144,3,m
2019,144,3,m
2019,144,3,m
2019,144,3,m
2019,145,4,m
2019,145,4,m
2019,146,4,m
2019,146,4,m
2019,152,5,m
2019,152,5,m
2019,154,6,m
2022,134,0,m
2022,134,0,m
2022,135,0,m
2022,135,0,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,136,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,137,1,m
2022,138,2,m
2022,138,2,m
2022,138,2,m
2022,138,2,m
2022,138,2,m
2022,138,2,m
2022,138,2,m
2022,138,2,m
2022,139,2,m
2022,139,2,m
2022,139,2,m
2022,139,2,m
2022,139,2,m
2022,139,2,m
2022,139,2,m
2022,139,2,m
2022,143,3,m
2022,143,3,m
2022,143,3,m
2022,143,3,m
2022,144,3,m
2022,144,3,m
2022,144,3,m
2022,144,3,m
2022,145,4,m
2022,145,4,m
2022,146,4,m
2022,146,4,m
2022,152,5,m
2022,152,5,m
2022,154,6,m
2021,136,0,m
2021,136,0,m
2021,136,0,m
2021,136,0,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,137,1,m
2021,138,1,m
2021,138,1,m
2021,138,1,m
2021,138,1,m
2021,138,1,m
2021,138,1,m
2021,138,1,m
2021,138,1,m
2021,138,1,m
2021,138,1,m
2021,138,1,m
2021,138,1,m
2021,138,1,m
2021,138,1,m
2021,138,1,m
2021,139,2,m
2021,139,2,m
2021,139,2,m
2021,139,2,m
2021,139,2,m
2021,139,2,m
2021,139,2,m
2021,139,2,m
2021,140,2,m
2021,140,2,m
2021,140,2,m
2021,140,2,m
2021,140,2,m
2021,140,2,m
2021,140,2,m
2021,140,2,m
2021,145,3,m
2021,145,3,m
2021,145,3,m
2021,145,3,m
2021,146,3,m
2021,146,3,m
2021,146,3,m
2021,146,3,m
2021,147,4,m
2021,147,4,m
2021,148,4,m
2021,148,4,m
2021,152,5,m
2021,152,5,m
2021,154,6,m
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,138,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,139,1,w
2010,140,2,w
2010,140,2,w
2010,140,2,w
2010,140,2,w
2010,140,2,w
2010,140,2,w
2010,140,2,w
2010,140,2,w
2010,141,2,w
2010,141,2,w
2010,141,2,w
2010,141,2,w
2010,141,2,w
2010,141,2,w
2010,141,2,w
2010,141,2,w
2010,145,3,w
2010,145,3,w
2010,145,3,w
2010,145,3,w
2010,146,3,w
2010,146,3,w
2010,146,3,w
2010,146,3,w
2010,147,4,w
2010,147,4,w
2010,148,4,w
2010,148,4,w
2010,153,5,w
2010,153,5,w
2010,155,6,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,138,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,139,1,w
2011,140,2,w
2011,140,2,w
2011,140,2,w
2011,140,2,w
2011,140,2,w
2011,140,2,w
2011,140,2,w
2011,140,2,w
2011,141,2,w
2011,141,2,w
2011,141,2,w
2011,141,2,w
2011,141,2,w
2011,141,2,w
2011,141,2,w
2011,141,2,w
2011,145,3,w
2011,145,3,w
2011,145,3,w
2011,145,3,w
2011,146,3,w
2011,146,3,w
2011,146,3,w
2011,146,3,w
2011,147,4,w
2011,147,4,w
2011,148,4,w
2011,148,4,w
2011,153,5,w
2011,153,5,w
2011,155,6,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,138,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,139,1,w
2012,140,2,w
2012,140,2,w
2012,140,2,w
2012,140,2,w
2012,140,2,w
2012,140,2,w
2012,140,2,w
2012,140,2,w
2012,141,2,w
2012,141,2,w
2012,141,2,w
2012,141,2,w
2012,141,2,w
2012,141,2,w
2012,141,2,w
2012,141,2,w
2012,145,3,w
2012,145,3,w
2012,145,3,w
2012,145,3,w
2012,146,3,w
2012,146,3,w
2012,146,3,w
2012,146,3,w
2012,147,4,w
2012,147,4,w
2012,148,4,w
2012,148,4,w
2012,153,5,w
2012,153,5,w
2012,155,6,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,138,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,139,1,w
2013,140,2,w
2013,140,2,w
2013,140,2,w
2013,140,2,w
2013,140,2,w
2013,140,2,w
2013,140,2,w
2013,140,2,w
2013,141,2,w
2013,141,2,w
2013,141,2,w
2013,141,2,w
2013,141,2,w
2013,141,2,w
2013,141,2,w
2013,141,2,w
2013,145,3,w
2013,145,3,w
2013,145,3,w
2013,145,3,w
2013,146,3,w
2013,146,3,w
2013,146,3,w
2013,146,3,w
2013,147,4,w
2013,147,4,w
2013,148,4,w
2013,148,4,w
2013,153,5,w
2013,153,5,w
2013,155,6,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,138,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,139,1,w
2014,140,2,w
2014,140,2,w
2014,140,2,w
2014,140,2,w
2014,140,2,w
2014,140,2,w
2014,140,2,w
2014,140,2,w
2014,141,2,w
2014,141,2,w
2014,141,2,w
2014,141,2,w
2014,141,2,w
2014,141,2,w
2014,141,2,w
2014,141,2,w
2014,145,3,w
2014,145,3,w
2014,145,3,w
2014,145,3,w
