Season,Team_A,Team_B,Seed_A,Seed_B,round
2023,1101,1165,NA,NA,NA
2023,1101,1166,NA,6,NA
2023,1101,1167,NA,NA,NA
2023,1101,1168,NA,NA,NA
2023,1101,1169,NA,NA,NA
2023,1101,1170,NA,NA,NA
2023,1101,1171,NA,NA,NA
2023,1101,1172,NA,NA,NA
2023,1101,1173,NA,NA,NA
2023,1101,1174,NA,NA,NA
2023,1101,1175,NA,NA,NA
2023,1101,1176,NA,NA,NA
2023,1101,1177,NA,NA,NA
2023,1101,1178,NA,NA,NA
2023,1101,1179,NA,12,NA
2023,1101,1180,NA,NA,NA
2023,1101,1181,NA,5,NA
2023,1101,1182,NA,NA,NA
2023,1101,1183,NA,NA,NA
2023,1101,1184,NA,NA,NA
2023,1101,1185,NA,NA,NA
2023,1101,1186,NA,NA,NA
2023,1101,1187,NA,NA,NA
2023,1101,1188,NA,NA,NA
2023,1101,1189,NA,NA,NA
2023,1101,1190,NA,NA,NA
2023,1101,1191,NA,NA,NA
2023,1101,1192,NA,16,NA
2023,1101,1193,NA,NA,NA
2023,1101,1194,NA,9,NA
2023,1101,1195,NA,NA,NA
2023,1101,1196,NA,NA,NA
2023,1101,1197,NA,NA,NA
2023,1101,1198,NA,NA,NA
2023,1101,1199,NA,NA,NA
2023,1101,1200,NA,NA,NA
2023,1101,1201,NA,NA,NA
2023,1101,1202,NA,13,NA
2023,1101,1203,NA,NA,NA
2023,1101,1204,NA,NA,NA
2023,1101,1205,NA,NA,NA
2023,1101,1206,NA,NA,NA
2023,1101,1207,NA,NA,NA
2023,1101,1208,NA,NA,NA
2023,1101,1209,NA,NA,NA
2023,1101,1210,NA,NA,NA
2023,1101,1211,NA,3,NA
2023,1101,1212,NA,NA,NA
2023,1101,1213,NA,14,NA
2023,1101,1214,NA,NA,NA
2023,1101,1216,NA,NA,NA
2023,1101,1217,NA,NA,NA
2023,1101,1218,NA,NA,NA
2023,1101,1219,NA,NA,NA
2023,1101,1220,NA,NA,NA
2023,1101,1221,NA,NA,NA
2023,1101,1222,NA,1,NA
2023,1101,1223,NA,NA,NA
2023,1101,1224,NA,16,NA
2023,1101,1225,NA,NA,NA
2023,1101,1226,NA,NA,NA
2023,1101,1227,NA,NA,NA
2023,1101,1228,NA,9,NA
2023,1101,1229,NA,NA,NA
2023,1101,1230,NA,NA,NA
2023,1101,1231,NA,4,NA
2023,1101,1232,NA,NA,NA
2023,1101,1233,NA,13,NA
2023,1101,1234,NA,8,NA
2023,1101,1235,NA,6,NA
2023,1101,1236,NA,NA,NA
2023,1101,1237,NA,NA,NA
2023,1101,1238,NA,NA,NA
2023,1101,1239,NA,NA,NA
2023,1101,1240,NA,NA,NA
2023,1101,1241,NA,NA,NA
2023,1101,1242,NA,1,NA
2023,1101,1243,NA,3,NA
2023,1101,1244,NA,14,NA
2023,1101,1245,NA,13,NA
2023,1101,1246,NA,6,NA
2023,1101,1247,NA,NA,NA
2023,1101,1248,NA,NA,NA
2023,1101,1249,NA,NA,NA
2023,1101,1250,NA,NA,NA
2023,1101,1251,NA,NA,NA
2023,1101,1252,NA,NA,NA
2023,1101,1253,NA,NA,NA
2023,1101,1254,NA,NA,NA
2023,1101,1255,NA,NA,NA
2023,1101,1256,NA,NA,NA
2023,1101,1257,NA,NA,NA
2023,1101,1258,NA,NA,NA
2023,1101,1259,NA,NA,NA
2023,1101,1260,NA,NA,NA
2023,1101,1261,NA,NA,NA
2023,1101,1262,NA,NA,NA
2023,1101,1263,NA,NA,NA
2023,1101,1264,NA,NA,NA
2023,1101,1265,NA,NA,NA
2023,1101,1266,NA,2,NA
2023,1101,1267,NA,NA,NA
2023,1101,1268,NA,8,NA
2023,1101,1269,NA,NA,NA
2023,1101,1270,NA,NA,NA
2023,1101,1271,NA,NA,NA
2023,1101,1272,NA,8,NA
2023,1101,1273,NA,NA,NA
2023,1101,1274,NA,5,NA
2023,1101,1275,NA,NA,NA
2023,1101,1276,NA,NA,NA
2023,1101,1277,NA,7,NA
2023,1101,1278,NA,NA,NA
2023,1101,1279,NA,NA,NA
2023,1101,1280,NA,11,NA
2023,1101,1281,NA,7,NA
2023,1101,1282,NA,NA,NA
2023,1101,1283,NA,NA,NA
2023,1101,1284,NA,NA,NA
2023,1101,1285,NA,NA,NA
2023,1101,1286,NA,14,NA
2023,1101,1287,NA,NA,NA
2023,1101,1288,NA,NA,NA
2023,1101,1290,NA,NA,NA
2023,1101,1291,NA,NA,NA
2023,1101,1292,NA,NA,NA
2023,1101,1293,NA,NA,NA
2023,1101,1294,NA,NA,NA
2023,1101,1295,NA,NA,NA
2023,1101,1296,NA,NA,NA
2023,1101,1297,NA,16,NA
2023,1101,1298,NA,NA,NA
2023,1101,1299,NA,NA,NA
2023,1101,1300,NA,NA,NA
2023,1101,1301,NA,11,NA
2023,1101,1303,NA,NA,NA
2023,1101,1304,NA,NA,NA
2023,1101,1305,NA,11,NA
2023,1101,1306,NA,NA,NA
2023,1101,1307,NA,NA,NA
2023,1101,1308,NA,NA,NA
2023,1101,1309,NA,NA,NA
2023,1101,1310,NA,NA,NA
2023,1101,1311,NA,NA,NA
2023,1101,1312,NA,NA,NA
2023,1101,1313,NA,NA,NA
2023,1101,1314,NA,NA,NA
2023,1101,1315,NA,NA,NA
2023,1101,1316,NA,NA,NA
2023,1101,1317,NA,NA,NA
2023,1101,1318,NA,NA,NA
2023,1101,1319,NA,NA,NA
2023,1101,1320,NA,NA,NA
2023,1101,1321,NA,7,NA
2023,1101,1322,NA,NA,NA
2023,1101,1323,NA,NA,NA
2023,1101,1324,NA,NA,NA
2023,1101,1325,NA,NA,NA
2023,1101,1326,NA,NA,NA
2023,1101,1328,NA,NA,NA
2023,1101,1329,NA,NA,NA
2023,1101,1330,NA,NA,NA
2023,1101,1331,NA,12,NA
2023,1101,1332,NA,NA,NA
2023,1101,1333,NA,NA,NA
2023,1101,1334,NA,NA,NA
2023,1101,1335,NA,NA,NA
2023,1101,1336,NA,10,NA
2023,1101,1337,NA,NA,NA
2023,1101,1338,NA,11,NA
2023,1101,1339,NA,NA,NA
2023,1101,1340,NA,NA,NA
2023,1101,1341,NA,NA,NA
2023,1101,1342,NA,NA,NA
2023,1101,1343,NA,15,NA
2023,1101,1344,NA,11,NA
2023,1101,1345,NA,1,NA
2023,1101,1346,NA,NA,NA
2023,1101,1347,NA,NA,NA
2023,1101,1348,NA,NA,NA
2023,1101,1349,NA,NA,NA
2023,1101,1350,NA,NA,NA
2023,1101,1351,NA,NA,NA
2023,1101,1352,NA,NA,NA
2023,1101,1353,NA,NA,NA
2023,1101,1354,NA,NA,NA
2023,1101,1355,NA,NA,NA
2023,1101,1356,NA,NA,NA
2023,1101,1357,NA,NA,NA
2023,1101,1358,NA,NA,NA
2023,1101,1359,NA,NA,NA
2023,1101,1360,NA,NA,NA
2023,1101,1361,NA,5,NA
2023,1101,1362,NA,NA,NA
2023,1101,1363,NA,NA,NA
2023,1101,1364,NA,14,NA
2023,1101,1365,NA,NA,NA
2023,1101,1367,NA,NA,NA
2023,1101,1368,NA,NA,NA
2023,1101,1369,NA,16,NA
2023,1101,1370,NA,NA,NA
2023,1101,1371,NA,NA,NA
2023,1101,1372,NA,NA,NA
2023,1101,1373,NA,NA,NA
2023,1101,1374,NA,NA,NA
2023,1101,1375,NA,NA,NA
2023,1101,1376,NA,NA,NA
2023,1101,1377,NA,NA,NA
2023,1101,1378,NA,NA,NA
2023,1101,1379,NA,NA,NA
2023,1101,1380,NA,NA,NA
2023,1101,1381,NA,NA,NA
2023,1101,1382,NA,NA,NA
2023,1101,1383,NA,NA,NA
2023,1101,1384,NA,NA,NA
2023,1101,1385,NA,NA,NA
2023,1101,1386,NA,NA,NA
2023,1101,1387,NA,NA,NA
2023,1101,1388,NA,5,NA
2023,1101,1389,NA,NA,NA
2023,1101,1390,NA,NA,NA
2023,1101,1391,NA,NA,NA
2023,1101,1392,NA,NA,NA
2023,1101,1393,NA,NA,NA
2023,1101,1394,NA,16,NA
2023,1101,1395,NA,6,NA
2023,1101,1396,NA,NA,NA
2023,1101,1397,NA,4,NA
2023,1101,1398,NA,NA,NA
2023,1101,1399,NA,NA,NA
2023,1101,1400,NA,2,NA
2023,1101,1401,NA,7,NA
2023,1101,1402,NA,NA,NA
2023,1101,1403,NA,NA,NA
2023,1101,1404,NA,NA,NA
2023,1101,1405,NA,NA,NA
2023,1101,1406,NA,NA,NA
2023,1101,1407,NA,NA,NA
2023,1101,1408,NA,NA,NA
2023,1101,1409,NA,NA,NA
2023,1101,1410,NA,NA,NA
2023,1101,1411,NA,16,NA
2023,1101,1412,NA,NA,NA
2023,1101,1413,NA,NA,NA
2023,1101,1414,NA,NA,NA
2023,1101,1415,NA,NA,NA
2023,1101,1416,NA,NA,NA
2023,1101,1417,NA,2,NA
2023,1101,1418,NA,13,NA
2023,1101,1419,NA,NA,NA
2023,1101,1420,NA,NA,NA
2023,1101,1421,NA,15,NA
2023,1101,1422,NA,NA,NA
2023,1101,1423,NA,NA,NA
2023,1101,1424,NA,NA,NA
2023,1101,1425,NA,10,NA
2023,1101,1426,NA,NA,NA
2023,1101,1427,NA,NA,NA
2023,1101,1428,NA,NA,NA
2023,1101,1429,NA,10,NA
2023,1101,1430,NA,NA,NA
2023,1101,1431,NA,NA,NA
2023,1101,1433,NA,12,NA
2023,1101,1434,NA,NA,NA
2023,1101,1435,NA,NA,NA
2023,1101,1436,NA,15,NA
2023,1101,1437,NA,NA,NA
2023,1101,1438,NA,4,NA
2023,1101,1439,NA,NA,NA
2023,1101,1440,NA,NA,NA
2023,1101,1441,NA,NA,NA
2023,1101,1442,NA,NA,NA
2023,1101,1443,NA,NA,NA
2023,1101,1444,NA,NA,NA
2023,1101,1447,NA,NA,NA
2023,1101,1448,NA,NA,NA
2023,1101,1449,NA,NA,NA
2023,1101,1450,NA,NA,NA
2023,1101,1451,NA,NA,NA
2023,1101,1452,NA,9,NA
2023,1101,1453,NA,NA,NA
2023,1101,1454,NA,NA,NA
2023,1101,1455,NA,NA,NA
2023,1101,1456,NA,NA,NA
2023,1101,1457,NA,NA,NA
2023,1101,1458,NA,NA,NA
2023,1101,1459,NA,NA,NA
2023,1101,1460,NA,NA,NA
2023,1101,1461,NA,NA,NA
2023,1101,1462,NA,3,NA
2023,1101,1463,NA,NA,NA
2023,1101,1464,NA,NA,NA
2023,1101,1465,NA,NA,NA
2023,1101,1466,NA,NA,NA
2023,1101,1467,NA,NA,NA
2023,1101,1468,NA,NA,NA
2023,1101,1469,NA,NA,NA
2023,1101,1470,NA,NA,NA
2023,1101,1471,NA,NA,NA
2023,1101,1472,NA,NA,NA
2023,1101,1473,NA,NA,NA
2023,1101,1474,NA,NA,NA
2023,1101,1475,NA,NA,NA
2023,1101,1476,NA,NA,NA
2023,1101,1477,NA,NA,NA
2023,1102,1103,NA,NA,NA
2023,1102,1104,NA,1,NA
2023,1102,1105,NA,NA,NA
2023,1102,1106,NA,NA,NA
2023,1102,1107,NA,NA,NA
2023,1102,1108,NA,NA,NA
2023,1102,1110,NA,NA,NA
2023,1102,1111,NA,NA,NA
2023,1102,1112,NA,2,NA
2023,1102,1113,NA,11,NA
2023,1102,1114,NA,NA,NA
2023,1102,1115,NA,NA,NA
2023,1102,1116,NA,8,NA
2023,1102,1117,NA,NA,NA
2023,1102,1119,NA,NA,NA
2023,1102,1120,NA,9,NA
2023,1102,1122,NA,NA,NA
2023,1102,1123,NA,NA,NA
2023,1102,1124,NA,3,NA
2023,1102,1125,NA,NA,NA
2023,1102,1126,NA,NA,NA
2023,1102,1127,NA,NA,NA
2023,1102,1129,NA,10,NA
2023,1102,1130,NA,NA,NA
2023,1102,1131,NA,NA,NA
2023,1102,1132,NA,NA,NA
2023,1102,1133,NA,NA,NA
2023,1102,1135,NA,NA,NA
2023,1102,1136,NA,NA,NA
2023,1102,1137,NA,NA,NA
2023,1102,1138,NA,NA,NA
2023,1102,1139,NA,NA,NA
2023,1102,1140,NA,NA,NA
2023,1102,1141,NA,NA,NA
2023,1102,1142,NA,NA,NA
2023,1102,1143,NA,NA,NA
2023,1102,1144,NA,NA,NA
2023,1102,1145,NA,NA,NA
2023,1102,1146,NA,NA,NA
2023,1102,1148,NA,NA,NA
2023,1102,1149,NA,NA,NA
2023,1102,1150,NA,NA,NA
2023,1102,1151,NA,NA,NA
2023,1102,1152,NA,NA,NA
2023,1102,1153,NA,NA,NA
2023,1102,1154,NA,NA,NA
2023,1102,1155,NA,NA,NA
2023,1102,1156,NA,NA,NA
2023,1102,1157,NA,NA,NA
2023,1102,1158,NA,12,NA
2023,1102,1159,NA,15,NA
2023,1102,1160,NA,NA,NA
2023,1102,1161,NA,NA,NA
2023,1102,1162,NA,NA,NA
2023,1102,1163,NA,4,NA
2023,1102,1164,NA,NA,NA
2023,1102,1165,NA,NA,NA
2023,1102,1166,NA,6,NA
2023,1102,1167,NA,NA,NA
2023,1102,1168,NA,NA,NA
2023,1102,1169,NA,NA,NA
2023,1102,1170,NA,NA,NA
2023,1102,1171,NA,NA,NA
2023,1102,1172,NA,NA,NA
2023,1102,1173,NA,NA,NA
2023,1102,1174,NA,NA,NA
2023,1102,1175,NA,NA,NA
2023,1102,1176,NA,NA,NA
2023,1102,1177,NA,NA,NA
2023,1102,1178,NA,NA,NA
2023,1102,1179,NA,12,NA
2023,1102,1180,NA,NA,NA
2023,1102,1181,NA,5,NA
2023,1102,1182,NA,NA,NA
2023,1102,1183,NA,NA,NA
2023,1102,1184,NA,NA,NA
2023,1102,1185,NA,NA,NA
2023,1102,1186,NA,NA,NA
2023,1102,1187,NA,NA,NA
2023,1102,1188,NA,NA,NA
2023,1102,1189,NA,NA,NA
2023,1102,1190,NA,NA,NA
2023,1102,1191,NA,NA,NA
2023,1102,1192,NA,16,NA
2023,1102,1193,NA,NA,NA
2023,1102,1194,NA,9,NA
2023,1102,1195,NA,NA,NA
2023,1102,1196,NA,NA,NA
2023,1102,1197,NA,NA,NA
2023,1102,1198,NA,NA,NA
2023,1102,1199,NA,NA,NA
2023,1102,1200,NA,NA,NA
2023,1102,1201,NA,NA,NA
2023,1102,1202,NA,13,NA
2023,1102,1203,NA,NA,NA
2023,1102,1204,NA,NA,NA
2023,1102,1205,NA,NA,NA
2023,1102,1206,NA,NA,NA
2023,1102,1207,NA,NA,NA
2023,1102,1208,NA,NA,NA
2023,1102,1209,NA,NA,NA
2023,1102,1210,NA,NA,NA
2023,1102,1211,NA,3,NA
2023,1102,1212,NA,NA,NA
2023,1102,1213,NA,14,NA
2023,1102,1214,NA,NA,NA
2023,1102,1216,NA,NA,NA
2023,1102,1217,NA,NA,NA
2023,1102,1218,NA,NA,NA
2023,1102,1219,NA,NA,NA
2023,1102,1220,NA,NA,NA
2023,1102,1221,NA,NA,NA
2023,1102,1222,NA,1,NA
2023,1102,1223,NA,NA,NA
2023,1102,1224,NA,16,NA
2023,1102,1225,NA,NA,NA
2023,1102,1226,NA,NA,NA
2023,1102,1227,NA,NA,NA
2023,1102,1228,NA,9,NA
2023,1102,1229,NA,NA,NA
2023,1102,1230,NA,NA,NA
2023,1102,1231,NA,4,NA
2023,1102,1232,NA,NA,NA
2023,1102,1233,NA,13,NA
2023,1102,1234,NA,8,NA
2023,1102,1235,NA,6,NA
2023,1102,1236,NA,NA,NA
2023,1102,1237,NA,NA,NA
2023,1102,1238,NA,NA,NA
2023,1102,1239,NA,NA,NA
2023,1102,1240,NA,NA,NA
2023,1102,1241,NA,NA,NA
2023,1102,1242,NA,1,NA
2023,1102,1243,NA,3,NA
2023,1102,1244,NA,14,NA
2023,1102,1245,NA,13,NA
2023,1102,1246,NA,6,NA
2023,1102,1247,NA,NA,NA
2023,1102,1248,NA,NA,NA
2023,1102,1249,NA,NA,NA
2023,1102,1250,NA,NA,NA
2023,1102,1251,NA,NA,NA
2023,1102,1252,NA,NA,NA
2023,1102,1253,NA,NA,NA
2023,1102,1254,NA,NA,NA
2023,1102,1255,NA,NA,NA
2023,1102,1256,NA,NA,NA
2023,1102,1257,NA,NA,NA
2023,1102,1258,NA,NA,NA
2023,1102,1259,NA,NA,NA
2023,1102,1260,NA,NA,NA
2023,1102,1261,NA,NA,NA
2023,1102,1262,NA,NA,NA
2023,1102,1263,NA,NA,NA
2023,1102,1264,NA,NA,NA
2023,1102,1265,NA,NA,NA
2023,1102,1266,NA,2,NA
2023,1102,1267,NA,NA,NA
2023,1102,1268,NA,8,NA
2023,1102,1269,NA,NA,NA
2023,1102,1270,NA,NA,NA
2023,1102,1271,NA,NA,NA
2023,1102,1272,NA,8,NA
2023,1102,1273,NA,NA,NA
2023,1102,1274,NA,5,NA
2023,1102,1275,NA,NA,NA
2023,1102,1276,NA,NA,NA
2023,1102,1277,NA,7,NA
2023,1102,1278,NA,NA,NA
2023,1102,1279,NA,NA,NA
2023,1102,1280,NA,11,NA
2023,1102,1281,NA,7,NA
2023,1102,1282,NA,NA,NA
2023,1102,1283,NA,NA,NA
2023,1102,1284,NA,NA,NA
2023,1102,1285,NA,NA,NA
2023,1102,1286,NA,14,NA
2023,1102,1287,NA,NA,NA
2023,1102,1288,NA,NA,NA
2023,1102,1290,NA,NA,NA
2023,1102,1291,NA,NA,NA
2023,1102,1292,NA,NA,NA
2023,1102,1293,NA,NA,NA
2023,1102,1294,NA,NA,NA
2023,1102,1295,NA,NA,NA
2023,1102,1296,NA,NA,NA
2023,1102,1297,NA,16,NA
2023,1102,1298,NA,NA,NA
2023,1102,1299,NA,NA,NA
2023,1102,1300,NA,NA,NA
2023,1102,1301,NA,11,NA
2023,1102,1303,NA,NA,NA
2023,1102,1304,NA,NA,NA
2023,1102,1305,NA,11,NA
2023,1102,1306,NA,NA,NA
2023,1102,1307,NA,NA,NA
2023,1102,1308,NA,NA,NA
2023,1102,1309,NA,NA,NA
2023,1102,1310,NA,NA,NA
2023,1102,1311,NA,NA,NA
2023,1102,1312,NA,NA,NA
2023,1102,1313,NA,NA,NA
2023,1102,1314,NA,NA,NA
2023,1102,1315,NA,NA,NA
2023,1102,1316,NA,NA,NA
2023,1102,1317,NA,NA,NA
2023,1102,1318,NA,NA,NA
2023,1102,1319,NA,NA,NA
2023,1102,1320,NA,NA,NA
2023,1102,1321,NA,7,NA
2023,1102,1322,NA,NA,NA
2023,1102,1323,NA,NA,NA
2023,1102,1324,NA,NA,NA
2023,1102,1325,NA,NA,NA
2023,1102,1326,NA,NA,NA
2023,1102,1328,NA,NA,NA
2023,1102,1329,NA,NA,NA
2023,1102,1330,NA,NA,NA
2023,1102,1331,NA,12,NA
2023,1102,1332,NA,NA,NA
2023,1102,1333,NA,NA,NA
2023,1102,1334,NA,NA,NA
2023,1102,1335,NA,NA,NA
2023,1102,1336,NA,10,NA
2023,1102,1337,NA,NA,NA
2023,1102,1338,NA,11,NA
2023,1102,1339,NA,NA,NA
2023,1102,1340,NA,NA,NA
2023,1102,1341,NA,NA,NA
2023,1102,1342,NA,NA,NA
2023,1102,1343,NA,15,NA
2023,1102,1344,NA,11,NA
2023,1102,1345,NA,1,NA
2023,1102,1346,NA,NA,NA
2023,1102,1347,NA,NA,NA
2023,1102,1348,NA,NA,NA
2023,1102,1349,NA,NA,NA
2023,1102,1350,NA,NA,NA
2023,1102,1351,NA,NA,NA
2023,1102,1352,NA,NA,NA
2023,1102,1353,NA,NA,NA
2023,1102,1354,NA,NA,NA
2023,1102,1355,NA,NA,NA
2023,1102,1356,NA,NA,NA
2023,1102,1357,NA,NA,NA
2023,1102,1358,NA,NA,NA
2023,1102,1359,NA,NA,NA
2023,1102,1360,NA,NA,NA
2023,1102,1361,NA,5,NA
2023,1102,1362,NA,NA,NA
2023,1102,1363,NA,NA,NA
2023,1102,1364,NA,14,NA
2023,1102,1365,NA,NA,NA
2023,1102,1367,NA,NA,NA
2023,1102,1368,NA,NA,NA
2023,1102,1369,NA,16,NA
2023,1102,1370,NA,NA,NA
2023,1102,1371,NA,NA,NA
2023,1102,1372,NA,NA,NA
2023,1102,1373,NA,NA,NA
2023,1102,1374,NA,NA,NA
2023,1102,1375,NA,NA,NA
2023,1102,1376,NA,NA,NA
2023,1102,1377,NA,NA,NA
2023,1102,1378,NA,NA,NA
2023,1102,1379,NA,NA,NA
2023,1102,1380,NA,NA,NA
2023,1102,1381,NA,NA,NA
2023,1102,1382,NA,NA,NA
2023,1102,1383,NA,NA,NA
2023,1102,1384,NA,NA,NA
2023,1102,1385,NA,NA,NA
2023,1102,1386,NA,NA,NA
2023,1102,1387,NA,NA,NA
2023,1102,1388,NA,5,NA
2023,1102,1389,NA,NA,NA
2023,1102,1390,NA,NA,NA
2023,1102,1391,NA,NA,NA
2023,1102,1392,NA,NA,NA
2023,1102,1393,NA,NA,NA
2023,1102,1394,NA,16,NA
2023,1102,1395,NA,6,NA
2023,1102,1396,NA,NA,NA
2023,1102,1397,NA,4,NA
2023,1102,1398,NA,NA,NA
2023,1102,1399,NA,NA,NA
2023,1102,1400,NA,2,NA
2023,1102,1401,NA,7,NA
2023,1102,1402,NA,NA,NA
2023,1102,1403,NA,NA,NA
2023,1102,1404,NA,NA,NA
2023,1102,1405,NA,NA,NA
2023,1102,1406,NA,NA,NA
2023,1102,1407,NA,NA,NA
2023,1102,1408,NA,NA,NA
2023,1102,1409,NA,NA,NA
2023,1102,1410,NA,NA,NA
2023,1102,1411,NA,16,NA
2023,1102,1412,NA,NA,NA
2023,1102,1413,NA,NA,NA
2023,1102,1414,NA,NA,NA
2023,1102,1415,NA,NA,NA
2023,1102,1416,NA,NA,NA
2023,1102,1417,NA,2,NA
2023,1102,1418,NA,13,NA
2023,1102,1419,NA,NA,NA
2023,1102,1420,NA,NA,NA
2023,1102,1421,NA,15,NA
2023,1102,1422,NA,NA,NA
2023,1102,1423,NA,NA,NA
2023,1102,1424,NA,NA,NA
2023,1102,1425,NA,10,NA
2023,1102,1426,NA,NA,NA
2023,1102,1427,NA,NA,NA
2023,1102,1428,NA,NA,NA
2023,1102,1429,NA,10,NA
2023,1102,1430,NA,NA,NA
2023,1102,1431,NA,NA,NA
2023,1102,1433,NA,12,NA
2023,1102,1434,NA,NA,NA
2023,1102,1435,NA,NA,NA
2023,1102,1436,NA,15,NA
2023,1102,1437,NA,NA,NA
2023,1102,1438,NA,4,NA
2023,1102,1439,NA,NA,NA
2023,1102,1440,NA,NA,NA
2023,1102,1441,NA,NA,NA
2023,1102,1442,NA,NA,NA
2023,1102,1443,NA,NA,NA
2023,1102,1444,NA,NA,NA
2023,1102,1447,NA,NA,NA
2023,1102,1448,NA,NA,NA
2023,1102,1449,NA,NA,NA
2023,1102,1450,NA,NA,NA
2023,1102,1451,NA,NA,NA
2023,1102,1452,NA,9,NA
2023,1102,1453,NA,NA,NA
2023,1102,1454,NA,NA,NA
2023,1102,1455,NA,NA,NA
2023,1102,1456,NA,NA,NA
2023,1102,1457,NA,NA,NA
2023,1102,1458,NA,NA,NA
2023,1102,1459,NA,NA,NA
2023,1102,1460,NA,NA,NA
2023,1102,1461,NA,NA,NA
2023,1102,1462,NA,3,NA
2023,1102,1463,NA,NA,NA
2023,1102,1464,NA,NA,NA
2023,1102,1465,NA,NA,NA
2023,1102,1466,NA,NA,NA
2023,1102,1467,NA,NA,NA
2023,1102,1468,NA,NA,NA
2023,1102,1469,NA,NA,NA
2023,1102,1470,NA,NA,NA
2023,1102,1471,NA,NA,NA
2023,1102,1472,NA,NA,NA
2023,1102,1473,NA,NA,NA
2023,1102,1474,NA,NA,NA
2023,1102,1475,NA,NA,NA
2023,1102,1476,NA,NA,NA
2023,1102,1477,NA,NA,NA
2023,1103,1104,NA,1,NA
2023,1103,1105,NA,NA,NA
2023,1103,1106,NA,NA,NA
2023,1103,1107,NA,NA,NA
2023,1103,1108,NA,NA,NA
2023,1103,1110,NA,NA,NA
2023,1103,1111,NA,NA,NA
2023,1103,1112,NA,2,NA
2023,1103,1113,NA,11,NA
2023,1103,1114,NA,NA,NA
2023,1103,1115,NA,NA,NA
2023,1103,1116,NA,8,NA
2023,1103,1117,NA,NA,NA
2023,1103,1119,NA,NA,NA
2023,1103,1120,NA,9,NA
2023,1103,1122,NA,NA,NA
2023,1103,1123,NA,NA,NA
2023,1103,1124,NA,3,NA
2023,1103,1125,NA,NA,NA
2023,1103,1126,NA,NA,NA
2023,1103,1127,NA,NA,NA
2023,1103,1129,NA,10,NA
2023,1103,1130,NA,NA,NA
2023,1103,1131,NA,NA,NA
2023,1103,1132,NA,NA,NA
2023,1103,1133,NA,NA,NA
2023,1103,1135,NA,NA,NA
2023,1103,1136,NA,NA,NA
2023,1103,1137,NA,NA,NA
2023,1103,1138,NA,NA,NA
2023,1103,1139,NA,NA,NA
2023,1103,1140,NA,NA,NA
2023,1103,1141,NA,NA,NA
2023,1103,1142,NA,NA,NA
2023,1103,1143,NA,NA,NA
2023,1103,1144,NA,NA,NA
2023,1103,1145,NA,NA,NA
2023,1103,1146,NA,NA,NA
2023,1103,1148,NA,NA,NA
2023,1103,1149,NA,NA,NA
2023,1103,1150,NA,NA,NA
2023,1103,1151,NA,NA,NA
2023,1103,1152,NA,NA,NA
2023,1103,1153,NA,NA,NA
2023,1103,1154,NA,NA,NA
2023,1103,1155,NA,NA,NA
2023,1103,1156,NA,NA,NA
2023,1103,1157,NA,NA,NA
2023,1103,1158,NA,12,NA
2023,1103,1159,NA,15,NA
2023,1103,1160,NA,NA,NA
2023,1103,1161,NA,NA,NA
2023,1103,1162,NA,NA,NA
2023,1103,1163,NA,4,NA
2023,1103,1164,NA,NA,NA
2023,1103,1165,NA,NA,NA
2023,1103,1166,NA,6,NA
2023,1103,1167,NA,NA,NA
2023,1103,1168,NA,NA,NA
